,row_#,cocstate,coc,coc_id,hudnum,status,year,organization_id,organization_name,hmis_org_id,project_id,project_name,hmis_project_id,hic_date,project_type,bed_type,geo_code,inventory_type,beginsoperationswithinyear,target_population,mc_kinney-vento,mckinneyventoesg,mckinneyventoesges,mckinneyventoesgrrh,mckinneyventococ,mckinneyventococsh,mckinneyventococth,mckinneyventococpsh,mckinneyventococrrh,mckinneyventococsro,mckinneyventospc,mckinneyventos8,mckinneyventoshp,federalfunding,federalfundingvash,federalfundingssvf,federalfundinggpd,federalfundinggpdbh,federalfundinggpdld,federalfundinggpdhh,federalfundinggpdct,federalfundinggpdsith,federalfundinggpdtp,federalfundinghchv,federalfundinghchvcrs,federalfundinghchvsh,federalfundingcwt,federalfundingbcp,federalfundingtlp,federalfundingmgh,federalfundingrhydp,federalfundinghopwa,federalfundinghopwahmv,federalfundinghopwaph,federalfundinghopwastsf,federalfundinghopwath,federalfundingpih,federalfundingother,federalfundingotherspecify,housingtype,victim_service_provider,address1,address2,city,state,zip,beds_hh_w_children,units_hh_w_children,hmis_beds_hh_w_children,veteran_beds_hh_w_children,youth_beds_hh_w_children,ch_beds_hh_w_children,beds_hh_wo_children,hmis_beds_hh_wo_children,veteran_beds_hh_wo_children,youth_beds_hh_wo_children,ch_beds_hh_wo_children,beds_hh_w_only_children,hmis_beds_hh_w_only_children,ch_beds_hh_w_only_children,year-round_beds,dv_beds,total_seasonal_beds,seasonal_beds_available_in_hmis,availability_start_date,availability_end_date,ov_beds,hmis_ov_beds,pit_count,total_beds,updated_on,mergeddefunctyear,questionusesdescriptorelements,questiondesirestousedescriptorelements,notes,projectnotes,sandyrelated,sandyrelatednote
1711,366786,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,352,1736 Family Crisis Center,4,81557,Transitional Program-LA 2,3169,2019-01-23 00:00:00,TH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ clustered / multiple sites,1,,,,,90018.0,16.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,16,16.0,,,,,,,14.0,16,2019-04-19 00:42:55,,1,,,SPA 6,0,
1712,376469,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,46,Alexandria House,203,81753,Transitional Housing for Single Women and Women with Children,2825,2019-01-23 00:00:00,TH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90020.0,29.0,8.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,,31,31.0,,,,,,,31.0,31,2019-07-22 18:15:20,,1,,,SPA 4,0,
1713,372604,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,11088,Casa de Los Angelitos,313,81767,Casa de Los Angelitos,3156,2019-01-23 00:00:00,TH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90710.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,,0.0,0.0,,3,3.0,,,,,,,3.0,3,2019-04-10 23:38:30,,1,,,SPA 8,0,
1714,376554,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,28953,"Center for the Pacific Asian Family, Inc.",275,119079,CA0341 Transitional Housing Program 2,3321,2019-01-23 00:00:00,TH,,62118,C,,DV,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90706.0,12.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,12,12.0,,,,,,,6.0,12,2019-04-17 21:06:34,,1,,,SPA 7,0,
1715,374909,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,28953,"Center for the Pacific Asian Family, Inc.",275,81701,CA0363 Transitional Housing Program,3138,2019-01-23 00:00:00,TH,,61428,C,,DV,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90247.0,12.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,12,12.0,,,,,,,12.0,12,2019-04-17 21:05:51,,1,,,SPA 8,0,
1716,374908,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,28953,"Center for the Pacific Asian Family, Inc.",275,81700,CPAF Emergency Shelter,3022,2019-01-23 00:00:00,ES,F,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90036.0,12.0,4.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,,0.0,0.0,,15,15.0,0.0,0.0,,,0.0,0.0,15.0,15,2019-04-17 21:07:46,,1,,,SPA 4,0,
1717,373661,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42682,Child and Family Center,272,117836,Domestic Violence Shelter,3019,2019-01-23 00:00:00,ES,F,63356,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,91321.0,6.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,6,6.0,0.0,0.0,,,0.0,0.0,5.0,6,2019-04-12 23:47:27,,1,,,SPA 2,0,
1718,370571,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42551,Claremont House of Ruth,281,117151,CA0515 Transitional Housing Program,3305,2019-01-23 00:00:00,TH,,69037,C,,DV,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ clustered / multiple sites,1,,,,,91711.0,36.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,36,36.0,,,,,,,20.0,36,2019-04-06 19:05:51,,1,,,SPA 3,0,
1719,370561,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42551,Claremont House of Ruth,281,117144,Emergency Shelter for Battered Women,3028,2019-01-23 00:00:00,ES,F,69037,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,91711.0,7.0,2.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,,9,9.0,0.0,0.0,,,0.0,0.0,4.0,9,2019-04-06 19:07:20,,1,,,SPA 3,0,
1720,373909,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42693,Downtown Womens Center,22,117976,SP Residence HACLA,1915,2019-01-23 00:00:00,PSH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,72,72.0,,,,,,,70.0,72,2019-04-18 00:32:50,,1,,,SPA 4,0,
1721,373488,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,8630,First To Serve Inc.,165,117786,DV83 TH SPA 6,3261,2019-01-23 00:00:00,TH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90062.0,15.0,6.0,0.0,0.0,15.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,15,15.0,,,,,,,9.0,15,2019-04-12 19:35:06,,1,,,SPA 6,0,
1722,374042,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2957,Haven Hills Inc.,280,118046,Haven Hills Crisis Shelter,3027,2019-01-23 00:00:00,ES,F,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,91303.0,18.0,6.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,,0.0,0.0,,22,22.0,0.0,0.0,,,0.0,0.0,16.0,22,2019-04-15 02:28:47,,1,,,SPA 2,0,
1723,374843,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,2957,Haven Hills Inc.,280,5596,Haven Two Housing and Employment Program,3118,2019-01-23 00:00:00,TH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,91303.0,56.0,18.0,0.0,0.0,0.0,,,,,,,,,,56,56.0,,,,,,,56.0,56,2019-04-15 23:57:38,,1,,,SPA 2,0,
1724,369213,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,9016,Jenesse Center Inc.,282,116998,Fannie Lou Hammer Emergency Shelter,3029,2019-01-23 00:00:00,ES,F,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90008.0,21.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,21,21.0,0.0,0.0,,,0.0,0.0,21.0,21,2019-04-06 18:40:22,,1,,,SPA 6,0,
1725,369187,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,9016,Jenesse Center Inc.,282,116997,Sites A and B,3123,2019-01-23 00:00:00,TH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ clustered / multiple sites,1,,,,,90008.0,28.0,9.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,,0.0,0.0,,32,32.0,,,,,,,29.0,32,2019-04-06 18:44:19,,1,,,SPA 6,0,
1726,369184,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,11074,"Jovenes, Inc.",34,116996,CES Crisis Housing Program,3257,2019-01-23 00:00:00,ES,F,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90033.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,5.0,,0.0,0.0,,5,5.0,0.0,0.0,,,0.0,0.0,6.0,5,2019-04-06 18:06:42,,1,,,SPA 4,0,
1727,373185,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,41958,Korean Immigrant Worker Advocates Of Southern California,308,113108,KIWA,3127,2019-01-23 00:00:00,PSH,,62118,C,,DV,1.0,0,,,0,,,,,,0,0,1,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90012.0,103.0,26.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,145,145.0,,,,,,,146.0,145,2019-04-11 23:15:47,,1,,,SPA 4,0,
1728,373077,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,4247,Los Angeles House of Ruth,40,117607,LHR FSC Bridge Housing DV,3290,2019-01-23 00:00:00,ES,F,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90033.0,16.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,16,16.0,0.0,0.0,,,0.0,0.0,7.0,16,2019-04-11 19:19:28,,1,,,SPA 4,0,
1729,373058,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,4247,Los Angeles House of Ruth,40,117596,Ruth's Rapid Re-Housing Initiative SPA 4 & 7,3259,2019-01-23 00:00:00,RRH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,,,,,90033.0,8.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,8,8.0,,,,,,,8.0,8,2019-04-11 19:21:19,,1,,,SPA 4,0,
1730,374980,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,32320,LTSC Community Development Corporation,41,81623,Kosumosu Transitional Housing,3141,2019-01-23 00:00:00,TH,,62118,C,,DV,1.0,0,,,1,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90013.0,15.0,5.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,16,16.0,,,,,,,11.0,16,2019-04-16 16:01:15,,1,,,SPA 4,0,
1731,374941,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42711,Rainbow Services,283,118203,HACLA Section 8 Homeless Program,3046,2019-01-23 00:00:00,OPH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,1.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,1,0,,Tenant-based â€“ scattered site,1,,,,,90731.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,3,3.0,,,,,,,3.0,3,2019-04-17 17:56:58,,1,,,SPA 8,0,
1732,374939,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42711,Rainbow Services,283,118202,Rainbow House Emergency Shelter,3031,2019-01-23 00:00:00,ES,F,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90731.0,21.0,7.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,,23,23.0,0.0,0.0,,,0.0,0.0,18.0,23,2019-04-17 17:53:35,,1,,,SPA 8,0,
1733,374944,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,42711,Rainbow Services,283,118206,Villa Paloma Transitional Shelter,3172,2019-01-23 00:00:00,TH,,62118,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90731.0,31.0,9.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,32,32.0,,,,,,,32.0,32,2019-04-17 17:50:20,,1,,,SPA 8,0,
1734,374222,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,41832,The People Concern,37,111871,Sojourn - Services for Battered Women and Their Children,3105,2019-01-23 00:00:00,ES,F,63384,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,90401.0,25.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,25,25.0,0.0,0.0,,,0.0,0.0,13.0,25,2019-07-22 18:21:52,,1,,,SPA 5,0,
1735,376360,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,9724,The Salvation Army,66,119035,Shallow Subsidy Rental Assistance Program,3300,2019-01-23 00:00:00,RRH,,62118,U,1.0,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,832 W. JAMES M. WOOD BLVD.,,LOS ANGELES,,90015.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0,,,,,,,,,0,2019-04-17 16:52:05,,1,,,SPA 4,0,
1736,374583,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,229,Valley Oasis,73,111955,AVD FSC Bridge Housing,2395,2019-01-23 00:00:00,ES,F,61914,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,93535.0,33.0,12.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,,34,34.0,0.0,0.0,,,0.0,0.0,28.0,34,2019-04-15 21:42:46,,1,,,SPA 1,0,
1737,376364,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,229,Valley Oasis,73,111959,AVD FSC Crisis Housing,2403,2019-01-23 00:00:00,ES,V,61914,C,,DV,1.0,1,1.0,0.0,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,1,,,,,93535.0,485.0,136.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,485,485.0,0.0,0.0,,,0.0,0.0,485.0,485,2019-07-30 16:59:41,,1,,,SPA 1,0,
1738,374587,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,229,Valley Oasis,73,118132,CES Bridge Housing Program,2541,2019-01-23 00:00:00,ES,F,61914,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,93535.0,0.0,0.0,0.0,0.0,0.0,,50.0,0.0,0.0,0.0,,0.0,0.0,,50,50.0,0.0,0.0,,,0.0,0.0,29.0,50,2019-04-15 22:55:01,,1,,,SPA 1,0,
1739,374582,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,229,Valley Oasis,73,118129,CES Crisis Housing Program,1979,2019-01-23 00:00:00,ES,F,61914,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,93535.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,,0.0,0.0,,2,2.0,0.0,0.0,,,0.0,0.0,1.0,2,2019-04-15 21:34:30,,1,,,SPA 1,0,
1740,376468,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,229,Valley Oasis,73,119041,Host Homes,3285,2019-01-23 00:00:00,TH,,61914,U,1.0,,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Tenant-based â€“ scattered site,0,,,,,93535.0,0.0,0.0,,0.0,0.0,,15.0,,0.0,15.0,,0.0,,,15,,,,,,,,,15,2019-07-30 16:57:10,,1,,,SPA 1,0,
1741,374640,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,229,Valley Oasis,73,118137,Steppin into the Light,3245,2019-01-23 00:00:00,TH,,61914,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,93535.0,24.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,24,24.0,,,,,,,8.0,24,2019-04-15 23:55:56,,1,,,SPA 1,0,
1742,374590,CA,Los Angeles City & County CoC,1220,CA-600,Submitted,2019,229,Valley Oasis,73,81670,Valley Oasis Shelter,2983,2019-01-23 00:00:00,ES,F,61914,C,,DV,0.0,0,,,0,,,,,,0,0,0,0.0,0,0,0,,,,,,,0,,,0,0,0,0,0,0,,,,,0,0,,Site-based â€“ single site,1,,,,,93535.0,24.0,6.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,,0.0,0.0,,29,29.0,0.0,0.0,,,0.0,0.0,18.0,29,2019-04-15 23:36:57,,1,,,SPA 1,0,
